,p,premium,agent_commission
12588,1.0,20100,2000
12589,0.99,11700,2000
12590,0.96,7500,2000
12591,0.94,5700,2000
12592,0.97,11700,2000
12593,0.99,11700,2000
12594,0.99,11700,2000
12595,0.96,1200,2000
12596,0.96,13800,2000
12597,0.94,9600,2000
12598,0.99,24300,2000
12599,0.99,5400,2000
12600,0.68,22200,2000
12601,1.0,18000,2000
12602,0.95,7500,2000
12603,0.87,5400,2000
12604,0.97,5700,2000
12605,0.92,11700,2000
12606,0.91,9600,2000
12607,0.98,11700,2000
12608,0.91,3300,2000
12609,0.85,5400,2000
12610,1.0,9600,2000
12611,1.0,3300,2000
12612,0.96,34800,2000
12613,0.92,13800,2000
12614,1.0,5400,2000
12615,0.99,1200,2000
12616,1.0,5400,2000
12617,1.0,11700,2000
12618,0.99,11700,2000
12619,0.98,11700,2000
12620,0.84,7500,2000
12621,0.96,7500,2000
12622,0.89,5400,2000
12623,1.0,11700,2000
12624,0.99,9600,2000
12625,0.85,7500,2000
12626,0.98,9600,2000
12627,1.0,5400,2000
12628,0.97,7500,2000
12629,1.0,11700,2000
12630,0.98,5400,2000
12631,0.52,11700,2000
12632,1.0,5400,2000
12633,1.0,9600,2000
12634,0.98,7500,2000
12635,0.98,9600,2000
12636,0.99,7500,2000
12637,0.97,7500,2000
12638,0.98,5400,2000
12639,1.0,18000,2000
12640,1.0,9600,2000
12641,0.81,5400,2000
12642,1.0,26400,2000
12643,0.98,22200,2000
12644,0.55,3300,2000
12645,0.33,5400,2000
12646,1.0,5400,2000
12647,0.93,24300,2000
12648,0.96,1200,2000
12649,0.85,5400,2000
12650,1.0,5700,2000
12651,0.57,3300,2000
12652,0.99,3300,2000
12653,0.94,5400,2000
12654,1.0,9600,2000
12655,1.0,36900,2000
12656,1.0,5400,2000
12657,0.99,3300,2000
12658,1.0,13800,2000
12659,1.0,11700,2000
12660,1.0,13800,2000
12661,0.99,5700,2000
12662,0.9,3300,2000
12663,0.98,13800,2000
12664,0.98,5400,2000
12665,1.0,15900,2000
12666,0.94,11700,2000
12667,0.97,3300,2000
12668,0.99,13800,2000
12669,0.99,13800,2000
12670,0.45,11700,2000
12671,0.97,1200,2000
12672,0.94,20100,2000
12673,0.89,24300,2000
12674,0.89,13800,2000
12675,1.0,22200,2000
12676,1.0,15900,2000
12677,0.8,7500,2000
12678,0.98,1200,2000
12679,0.99,3300,2000
12680,0.76,24300,2000
12681,0.88,3300,2000
12682,0.95,28500,2000
12683,0.92,7500,2000
12684,0.98,5700,2000
12685,1.0,39000,2000
12686,1.0,11700,2000
12687,0.81,13800,2000
12688,0.93,7500,2000
12689,0.99,22200,2000
12690,0.35,1200,2000
12691,1.0,13800,2000
12692,0.97,13800,2000
12693,0.96,3300,2000
12694,1.0,20100,2000
12695,0.54,13800,2000
12696,1.0,9600,2000
12697,0.86,26400,2000
12698,0.98,9600,2000
12699,0.54,7500,2000
12700,1.0,7500,2000
12701,1.0,3300,2000
12702,0.96,43200,2000
12703,1.0,9600,2000
12704,0.9,3300,2000
12705,0.99,3300,2000
12706,0.8,18000,2000
12707,0.93,3300,2000
12708,0.98,3300,2000
12709,0.77,5400,2000
12710,1.0,22200,2000
12711,0.66,1200,2000
12712,1.0,18000,2000
12713,1.0,7500,2000
12714,0.98,5700,2000
12715,0.99,13800,2000
12716,0.78,1200,2000
12717,0.78,5400,2000
12718,0.99,18000,2000
12719,1.0,32700,2000
12720,0.96,1200,2000
12721,0.94,1200,2000
12722,1.0,45300,2000
12723,0.99,5400,2000
12724,1.0,5400,2000
12725,1.0,30600,2000
12726,0.97,5400,2000
12727,0.87,9600,2000
12728,0.92,11700,2000
12729,0.97,3300,2000
12730,1.0,9600,2000
12731,1.0,24300,2000
12732,1.0,7500,2000
12733,0.99,9600,2000
12734,0.87,1200,2000
12735,0.99,11700,2000
12736,1.0,9600,2000
12737,1.0,5400,2000
12738,0.98,3300,2000
12739,1.0,45300,2000
12740,0.97,9600,2000
12741,0.91,26400,2000
12742,0.97,9600,2000
12743,1.0,9600,2000
12744,0.96,20100,2000
12745,0.97,9600,2000
12746,0.99,1200,2000
12747,0.99,11700,2000
12748,0.97,5400,2000
12749,0.99,11700,2000
12750,0.95,36900,2000
12751,0.99,11700,2000
12752,0.98,5700,2000
12753,0.96,3300,2000
12754,0.98,13800,2000
12755,0.98,3300,2000
12756,0.9,1200,2000
12757,0.95,22200,2000
12758,0.99,22200,2000
12759,0.99,5700,2000
12760,0.98,13800,2000
12761,1.0,13800,2000
12762,0.82,11700,2000
12763,0.88,3300,2000
12764,1.0,1200,2000
12765,0.98,5400,2000
12766,0.97,11700,2000
12767,1.0,1200,2000
12768,0.97,18000,2000
12769,0.97,22200,2000
12770,1.0,13800,2000
12771,0.98,7500,2000
12772,0.99,1200,2000
12773,0.99,9600,2000
12774,1.0,13800,2000
12775,1.0,26400,2000
12776,0.93,1200,2000
12777,1.0,13800,2000
12778,1.0,9600,2000
12779,0.98,7500,2000
12780,1.0,15900,2000
12781,0.77,9600,2000
12782,0.98,18000,2000
12783,0.39,11700,2000
12784,0.93,7500,2000
12785,0.98,11700,2000
12786,0.98,9600,2000
12787,1.0,9600,2000
12788,0.98,13800,2000
12789,0.91,13800,2000
12790,0.98,5400,2000
12791,0.97,5400,2000
12792,0.99,3300,2000
12793,1.0,5400,2000
12794,0.99,1200,2000
12795,0.91,3300,2000
12796,0.99,5400,2000
12797,0.95,5400,2000
12798,0.95,5400,2000
12799,0.92,13800,2000
12800,0.97,7500,2000
12801,1.0,11700,2000
12802,0.9,7500,2000
12803,0.92,5400,2000
12804,1.0,22200,2000
12805,1.0,3300,2000
12806,0.99,7500,2000
12807,0.97,3300,2000
12808,0.99,7500,2000
12809,1.0,34800,2000
12810,0.99,18000,2000
12811,1.0,9600,2000
12812,0.98,7500,2000
12813,0.96,11700,2000
12814,0.99,13800,2000
12815,0.68,9600,2000
12816,0.98,7500,2000
12817,0.99,3300,2000
12818,1.0,18000,2000
12819,1.0,13800,2000
12820,0.95,13800,2000
12821,1.0,13800,2000
12822,0.94,3300,2000
12823,0.98,11700,2000
12824,0.98,13800,2000
12825,1.0,11700,2000
12826,0.95,7500,2000
12827,0.97,5400,2000
12828,1.0,3300,2000
12829,0.58,1200,2000
12830,0.98,5400,2000
12831,0.88,5700,2000
12832,1.0,5400,2000
12833,1.0,11700,2000
12834,0.89,32700,2000
12835,0.49,3300,2000
12836,0.99,9600,2000
12837,0.94,11700,2000
12838,0.94,1200,2000
12839,0.99,11700,2000
12840,0.96,9600,2000
12841,0.96,3300,2000
12842,0.9,5400,2000
12843,0.97,13800,2000
12844,0.97,11700,2000
12845,0.88,32700,2000
12846,0.99,13800,2000
12847,1.0,13800,2000
12848,1.0,3300,2000
12849,0.99,13800,2000
12850,0.94,5400,2000
12851,1.0,32700,2000
12852,0.98,7500,2000
12853,0.95,7500,2000
12854,0.98,3300,2000
12855,1.0,5400,2000
12856,0.85,13800,2000
12857,1.0,20100,2000
12858,1.0,5400,2000
12859,0.99,7500,2000
12860,0.97,3300,2000
12861,0.9,11700,2000
12862,0.99,7500,2000
12863,0.96,7500,2000
12864,0.95,26400,2000
12865,0.98,1200,2000
12866,0.98,3300,2000
12867,0.99,7500,2000
12868,1.0,9600,2000
12869,0.88,15900,2000
12870,1.0,11700,2000
12871,0.96,3300,2000
12872,0.95,22200,2000
12873,1.0,13800,2000
12874,0.86,1200,2000
12875,1.0,20100,2000
12876,0.96,18000,2000
12877,0.95,1200,2000
12878,0.97,5400,2000
12879,0.99,5400,2000
12880,0.91,20100,2000
12881,1.0,18000,2000
12882,0.98,18000,2000
12883,1.0,13800,2000
12884,0.83,28500,2000
12885,0.64,5400,2000
12886,0.6,7500,2000
12887,0.98,5400,2000
12888,0.97,28500,2000
12889,0.97,11700,2000
12890,1.0,5400,2000
12891,1.0,5700,2000
12892,0.99,13800,2000
12893,0.97,11700,2000
12894,0.96,13800,2000
12895,1.0,9600,2000
12896,1.0,24300,2000
12897,0.91,9600,2000
12898,0.93,3300,2000
12899,0.93,18000,2000
12900,1.0,3300,2000
12901,1.0,15900,2000
12902,1.0,20100,2000
12903,0.7,7500,2000
12904,1.0,18000,2000
12905,1.0,1200,2000
12906,0.96,5400,2000
12907,1.0,5400,2000
12908,1.0,18000,2000
12909,0.97,7500,2000
12910,0.97,5400,2000
12911,0.92,13800,2000
12912,0.94,7500,2000
12913,0.92,3300,2000
12914,0.99,1200,2000
12915,1.0,30600,2000
12916,0.99,26400,2000
12917,0.96,5400,2000
12918,1.0,20100,2000
12919,0.8,5400,2000
12920,0.93,3300,2000
12921,0.78,1200,2000
12922,0.98,7500,2000
12923,0.98,22200,2000
12924,0.97,22200,2000
12925,0.99,26400,2000
12926,0.95,1200,2000
12927,1.0,1200,2000
12928,0.95,9600,2000
12929,0.77,18000,2000
12930,1.0,3300,2000
12931,0.81,7500,2000
12932,0.75,5400,2000
12933,0.99,15900,2000
12934,0.96,9600,2000
12935,0.99,3300,2000
12936,0.93,5400,2000
12937,0.61,5400,2000
12938,0.97,5400,2000
12939,0.78,5400,2000
12940,0.99,7500,2000
12941,0.97,15900,2000
12942,0.99,18000,2000
12943,0.99,11700,2000
12944,0.97,26400,2000
12945,0.52,5400,2000
12946,0.96,1200,2000
12947,1.0,11700,2000
12948,0.99,18000,2000
12949,1.0,5700,2000
12950,0.86,18000,2000
12951,0.93,18000,2000
12952,0.96,5400,2000
12953,0.98,3300,2000
12954,0.67,1200,2000
12955,0.98,13800,2000
12956,0.96,5700,2000
12957,1.0,5400,2000
12958,0.98,5400,2000
12959,0.98,9600,2000
12960,0.89,5400,2000
12961,1.0,13800,2000
12962,1.0,11700,2000
12963,1.0,11700,2000
12964,0.96,7500,2000
12965,0.94,5700,2000
12966,0.99,9600,2000
12967,1.0,7500,2000
12968,0.99,1200,2000
12969,1.0,3300,2000
12970,0.87,3300,2000
12971,1.0,13800,2000
12972,0.97,15900,2000
12973,0.97,11700,2000
12974,0.97,9600,2000
12975,0.99,7500,2000
12976,0.98,34800,2000
12977,0.98,5400,2000
12978,0.98,5400,2000
12979,1.0,11700,2000
12980,0.94,13800,2000
12981,0.64,3300,2000
12982,0.99,7500,2000
12983,0.97,1200,2000
12984,1.0,13800,2000
12985,0.93,1200,2000
12986,0.57,5400,2000
12987,0.89,15900,2000
12988,1.0,13800,2000
12989,0.95,22200,2000
12990,0.99,11700,2000
12991,1.0,3300,2000
12992,1.0,13800,2000
12993,0.78,5400,2000
12994,1.0,9600,2000
12995,1.0,13800,2000
12996,0.98,9600,2000
12997,0.99,7500,2000
12998,0.96,26400,2000
12999,0.75,3300,2000
13000,0.96,11700,2000
13001,0.95,7500,2000
13002,0.98,7500,2000
13003,0.99,26400,2000
13004,1.0,3300,2000
13005,0.99,13800,2000
13006,0.99,7500,2000
13007,0.61,26400,2000
13008,0.9,11700,2000
13009,0.99,3300,2000
13010,1.0,13800,2000
13011,0.98,1200,2000
13012,0.9,11700,2000
13013,0.94,11700,2000
13014,0.75,5700,2000
13015,0.98,3300,2000
13016,0.99,1200,2000
13017,0.98,3300,2000
13018,1.0,5400,2000
13019,0.98,7500,2000
13020,1.0,24300,2000
13021,0.94,13800,2000
13022,0.99,5400,2000
13023,0.96,5400,2000
13024,0.94,7500,2000
13025,0.99,9600,2000
13026,1.0,3300,2000
13027,0.98,11700,2000
13028,0.99,22200,2000
13029,1.0,5400,2000
13030,1.0,5400,2000
13031,1.0,3300,2000
13032,1.0,5400,2000
13033,0.98,20100,2000
13034,0.97,1200,2000
13035,0.99,49500,2000
13036,0.97,9600,2000
13037,1.0,11700,2000
13038,1.0,5400,2000
13039,0.91,3300,2000
13040,0.93,5400,2000
13041,0.99,18000,2000
13042,0.96,9600,2000
13043,1.0,11700,2000
13044,0.9,3300,2000
13045,0.95,3300,2000
13046,0.79,11700,2000
13047,0.98,5700,2000
13048,0.96,1200,2000
13049,1.0,3300,2000
13050,1.0,20100,2000
13051,1.0,5400,2000
13052,0.99,9600,2000
13053,1.0,1200,2000
13054,1.0,9600,2000
13055,0.94,5400,2000
13056,0.84,28500,2000
13057,1.0,9600,2000
13058,0.97,9600,2000
13059,0.96,5400,2000
13060,0.96,1200,2000
13061,0.99,7500,2000
13062,0.93,1200,2000
13063,0.91,5400,2000
13064,0.99,20100,2000
13065,0.96,28500,2000
13066,0.98,11700,2000
13067,0.92,18000,2000
13068,0.98,9600,2000
13069,1.0,24300,2000
13070,0.98,5700,2000
13071,1.0,13800,2000
13072,0.95,9600,2000
13073,0.97,11700,2000
13074,0.55,3300,2000
13075,0.94,5400,2000
13076,0.6,5400,2000
13077,0.99,3300,2000
13078,1.0,5400,2000
13079,0.98,5700,2000
13080,0.99,18000,2000
13081,1.0,18000,2000
13082,0.99,13800,2000
13083,0.98,7500,2000
13084,1.0,13800,2000
13085,1.0,1200,2000
13086,1.0,9600,2000
13087,0.98,26400,2000
13088,0.98,5700,2000
13089,0.92,7500,2000
13090,0.95,11700,2000
13091,0.93,1200,2000
13092,0.98,3300,2000
13093,0.86,7500,2000
13094,0.5,13800,2000
13095,0.8,7500,2000
13096,0.52,3300,2000
13097,1.0,5400,2000
13098,0.99,9600,2000
13099,1.0,9600,2000
13100,0.89,7500,2000
13101,0.99,15900,2000
13102,0.97,1200,2000
13103,0.93,1200,2000
13104,0.98,9600,2000
13105,0.92,9600,2000
13106,1.0,11700,2000
13107,0.99,28500,2000
13108,0.94,5400,2000
13109,0.96,3300,2000
13110,0.97,9600,2000
13111,0.99,13800,2000
13112,0.98,1200,2000
13113,0.99,9600,2000
13114,0.51,15900,2000
13115,0.96,11700,2000
13116,0.83,7500,2000
13117,0.99,5400,2000
13118,0.98,18000,2000
13119,1.0,9600,2000
13120,0.96,7500,2000
13121,0.92,7500,2000
13122,0.99,11700,2000
13123,0.96,9600,2000
13124,1.0,9600,2000
13125,0.84,11700,2000
13126,0.97,7500,2000
13127,0.95,3300,2000
13128,1.0,5400,2000
13129,0.98,3300,2000
13130,0.98,3300,2000
13131,0.97,15900,2000
13132,1.0,1200,2000
13133,0.94,18000,2000
13134,0.9,1200,2000
13135,0.98,5400,2000
13136,1.0,13800,2000
13137,0.94,9600,2000
13138,1.0,1200,2000
13139,0.96,1200,2000
13140,0.41,5400,2000
13141,0.9,3300,2000
13142,1.0,13800,2000
13143,0.99,3300,2000
13144,0.61,13800,2000
13145,0.99,7500,2000
13146,0.52,13800,2000
13147,0.95,9600,2000
13148,1.0,5700,2000
13149,0.97,9600,2000
13150,1.0,5400,2000
13151,0.99,41100,2000
13152,0.87,1200,2000
13153,0.96,7500,2000
13154,0.96,11700,2000
13155,0.96,7500,2000
13156,0.45,13800,2000
13157,0.92,18000,2000
13158,1.0,7500,2000
13159,0.58,9600,2000
13160,0.98,13800,2000
13161,0.99,1200,2000
13162,0.96,5700,2000
13163,1.0,3300,2000
13164,0.47,11700,2000
13165,0.54,15900,2000
13166,1.0,13800,2000
13167,0.98,28500,2000
13168,1.0,43200,2000
13169,1.0,9600,2000
13170,0.97,9600,2000
13171,0.97,5700,2000
13172,0.98,3300,2000
13173,1.0,3300,2000
13174,0.9,3300,2000
13175,0.98,7500,2000
13176,0.88,5700,2000
13177,0.99,5400,2000
13178,0.77,9600,2000
13179,0.98,22200,2000
13180,0.99,9600,2000
13181,1.0,18000,2000
13182,0.97,3300,2000
13183,0.99,13800,2000
13184,0.96,3300,2000
13185,1.0,11700,2000
13186,1.0,11700,2000
13187,0.99,18000,2000
13188,1.0,24300,2000
13189,1.0,7500,2000
13190,0.99,11700,2000
13191,0.97,11700,2000
13192,1.0,5400,2000
13193,0.92,1200,2000
13194,1.0,15900,2000
13195,0.98,20100,2000
13196,0.78,18000,2000
13197,0.94,60000,2000
13198,1.0,9600,2000
13199,1.0,5400,2000
13200,0.92,13800,2000
13201,0.97,9600,2000
13202,0.99,18000,2000
13203,1.0,3300,2000
13204,0.98,7500,2000
13205,1.0,15900,2000
13206,1.0,18000,2000
13207,1.0,11700,2000
13208,0.98,26400,2000
13209,0.87,9600,2000
13210,1.0,9600,2000
13211,0.99,5400,2000
13212,0.75,7500,2000
13213,1.0,13800,2000
13214,0.87,9600,2000
13215,0.99,3300,2000
13216,1.0,1200,2000
13217,0.95,26400,2000
13218,0.99,7500,2000
13219,1.0,30600,2000
13220,1.0,5400,2000
13221,1.0,20100,2000
13222,0.68,5700,2000
13223,0.98,28500,2000
13224,0.93,18000,2000
13225,0.96,9600,2000
13226,1.0,15900,2000
13227,0.98,13800,2000
13228,0.96,1200,2000
13229,0.99,3300,2000
13230,0.98,11700,2000
13231,0.99,15900,2000
13232,0.94,13800,2000
13233,0.98,11700,2000
13234,0.98,1200,2000
13235,0.94,7500,2000
13236,1.0,9600,2000
13237,0.94,1200,2000
13238,0.96,5400,2000
13239,1.0,7500,2000
13240,0.94,11700,2000
13241,0.93,9600,2000
13242,1.0,11700,2000
13243,0.86,3300,2000
13244,0.99,11700,2000
13245,1.0,9600,2000
13246,0.93,5400,2000
13247,1.0,9600,2000
13248,0.96,9600,2000
13249,0.93,11700,2000
13250,0.94,18000,2000
13251,0.9,5400,2000
13252,0.88,5400,2000
13253,0.99,9600,2000
13254,1.0,13800,2000
13255,0.99,13800,2000
13256,0.9,9600,2000
13257,1.0,13800,2000
13258,0.97,5400,2000
13259,1.0,20100,2000
13260,0.91,9600,2000
13261,0.98,11700,2000
13262,0.95,7500,2000
13263,0.99,5400,2000
13264,0.93,47400,2000
13265,0.99,7500,2000
13266,0.99,18000,2000
13267,1.0,1200,2000
13268,0.92,7500,2000
13269,0.98,7500,2000
13270,0.97,5400,2000
13271,0.94,7500,2000
13272,0.99,5700,2000
13273,0.91,13800,2000
13274,0.91,13800,2000
13275,0.94,15900,2000
13276,0.94,5400,2000
13277,1.0,7500,2000
13278,0.99,15900,2000
13279,0.54,7500,2000
13280,0.89,11700,2000
13281,1.0,1200,2000
13282,0.86,5400,2000
13283,0.79,15900,2000
13284,0.94,13800,2000
13285,0.99,15900,2000
13286,0.97,1200,2000
13287,0.9,11700,2000
13288,1.0,11700,2000
13289,0.58,7500,2000
13290,0.99,5400,2000
13291,0.95,5700,2000
13292,0.58,3300,2000
13293,1.0,24300,2000
13294,0.9,3300,2000
13295,1.0,7500,2000
13296,0.98,13800,2000
13297,0.85,9600,2000
13298,0.92,18000,2000
13299,0.98,11700,2000
13300,0.98,11700,2000
13301,0.88,28500,2000
13302,0.9,5700,2000
13303,0.89,3300,2000
13304,0.97,7500,2000
13305,0.93,5400,2000
13306,0.98,5400,2000
13307,0.88,9600,2000
13308,0.94,5400,2000
13309,0.99,5400,2000
13310,0.99,13800,2000
13311,0.97,15900,2000
13312,0.91,5700,2000
13313,0.99,11700,2000
13314,0.84,18000,2000
13315,0.99,11700,2000
13316,0.98,11700,2000
13317,0.91,36900,2000
13318,0.92,24300,2000
13319,1.0,22200,2000
13320,0.98,3300,2000
13321,0.97,5400,2000
13322,0.99,9600,2000
13323,1.0,3300,2000
13324,0.89,11700,2000
13325,0.82,3300,2000
13326,0.84,34800,2000
13327,0.99,1200,2000
13328,0.94,5400,2000
13329,0.96,7500,2000
13330,0.97,7500,2000
13331,0.92,7500,2000
13332,0.97,9600,2000
13333,0.96,13800,2000
13334,0.99,9600,2000
13335,0.99,13800,2000
13336,1.0,9600,2000
13337,0.99,9600,2000
13338,0.81,1200,2000
13339,0.95,9600,2000
13340,0.97,5400,2000
13341,1.0,11700,2000
13342,0.99,9600,2000
13343,0.92,32700,2000
13344,0.98,11700,2000
13345,0.88,1200,2000
13346,1.0,47400,2000
13347,0.92,45300,2000
13348,0.99,13800,2000
13349,1.0,1200,2000
13350,1.0,11700,2000
13351,1.0,15900,2000
13352,0.99,60000,2000
13353,0.99,15900,2000
13354,1.0,9600,2000
13355,1.0,26400,2000
13356,0.95,7500,2000
13357,0.97,7500,2000
13358,0.95,13800,2000
13359,0.84,1200,2000
13360,0.89,1200,2000
13361,0.97,15900,2000
13362,0.99,7500,2000
13363,0.88,7500,2000
13364,0.69,15900,2000
13365,1.0,3300,2000
13366,0.9,7500,2000
13367,0.98,1200,2000
13368,0.98,7500,2000
13369,0.61,1200,2000
13370,1.0,5400,2000
13371,0.99,32700,2000
13372,0.98,1200,2000
13373,1.0,3300,2000
13374,0.99,7500,2000
13375,0.98,1200,2000
13376,0.53,5400,2000
13377,1.0,5400,2000
13378,0.96,3300,2000
13379,0.96,3300,2000
13380,0.99,26400,2000
13381,1.0,1200,2000
13382,0.8,18000,2000
13383,0.9,9600,2000
13384,1.0,11700,2000
13385,0.93,26400,2000
13386,1.0,22200,2000
13387,0.88,3300,2000
13388,0.77,7500,2000
13389,0.94,3300,2000
13390,0.75,5400,2000
13391,0.86,24300,2000
13392,0.92,22200,2000
13393,0.95,28500,2000
13394,1.0,1200,2000
13395,1.0,13800,2000
13396,1.0,9600,2000
13397,1.0,13800,2000
13398,0.97,13800,2000
13399,0.99,9600,2000
13400,0.49,5400,2000
13401,0.98,7500,2000
13402,1.0,5400,2000
13403,0.97,1200,2000
13404,0.86,1200,2000
13405,0.81,11700,2000
13406,0.97,9600,2000
13407,1.0,7500,2000
13408,1.0,13800,2000
13409,1.0,13800,2000
13410,0.99,7500,2000
13411,1.0,11700,2000
13412,0.95,18000,2000
13413,1.0,1200,2000
13414,1.0,9600,2000
13415,0.96,3300,2000
13416,0.99,3300,2000
13417,0.95,3300,2000
13418,0.93,7500,2000
13419,0.96,11700,2000
13420,0.99,1200,2000
13421,0.97,28500,2000
13422,1.0,7500,2000
13423,0.99,13800,2000
13424,0.99,5400,2000
13425,0.51,5400,2000
13426,0.99,13800,2000
13427,0.99,5400,2000
13428,0.99,7500,2000
13429,0.99,32700,2000
13430,0.82,13800,2000
13431,0.38,13800,2000
13432,0.99,3300,2000
13433,0.94,5400,2000
13434,0.99,24300,2000
13435,0.98,20100,2000
13436,1.0,5400,2000
13437,0.69,3300,2000
13438,0.99,3300,2000
13439,0.5,7500,2000
13440,0.81,5400,2000
13441,0.93,5400,2000
13442,1.0,1200,2000
13443,0.47,7500,2000
13444,0.91,9600,2000
13445,0.99,9600,2000
13446,0.88,9600,2000
13447,0.94,7500,2000
13448,1.0,1200,2000
13449,0.98,3300,2000
13450,0.99,3300,2000
13451,0.99,22200,2000
13452,1.0,11700,2000
13453,1.0,5400,2000
13454,1.0,5400,2000
13455,1.0,9600,2000
13456,0.78,1200,2000
13457,0.95,20100,2000
13458,0.91,5400,2000
13459,0.94,15900,2000
13460,0.94,1200,2000
13461,0.99,9600,2000
13462,1.0,7500,2000
13463,0.97,5400,2000
13464,0.98,32700,2000
13465,1.0,1200,2000
13466,0.99,7500,2000
13467,0.99,11700,2000
13468,0.93,28500,2000
13469,0.96,7500,2000
13470,0.9,5400,2000
13471,0.94,3300,2000
13472,0.98,15900,2000
13473,0.88,7500,2000
13474,0.87,11700,2000
13475,1.0,7500,2000
13476,0.99,24300,2000
13477,0.99,11700,2000
13478,1.0,13800,2000
13479,0.89,1200,2000
13480,0.7,3300,2000
13481,0.89,22200,2000
13482,0.97,15900,2000
13483,0.99,13800,2000
13484,0.88,28500,2000
13485,0.96,9600,2000
13486,1.0,13800,2000
13487,1.0,3300,2000
13488,0.97,11700,2000
13489,0.91,7500,2000
13490,0.81,5700,2000
13491,1.0,24300,2000
13492,0.97,5400,2000
13493,0.99,9600,2000
13494,0.95,1200,2000
13495,0.91,3300,2000
13496,0.99,9600,2000
13497,0.75,3300,2000
13498,0.98,13800,2000
13499,0.55,9600,2000
13500,0.9,1200,2000
13501,1.0,13800,2000
13502,0.96,9600,2000
13503,0.97,5400,2000
13504,0.9,3300,2000
13505,0.75,5700,2000
13506,0.97,9600,2000
13507,1.0,15900,2000
13508,0.98,26400,2000
13509,0.99,22200,2000
13510,0.74,11700,2000
13511,1.0,5700,2000
13512,0.98,11700,2000
13513,0.99,9600,2000
13514,0.94,22200,2000
13515,0.91,13800,2000
13516,0.98,18000,2000
13517,0.77,7500,2000
13518,1.0,11700,2000
13519,0.98,5700,2000
13520,0.98,18000,2000
13521,0.99,20100,2000
13522,0.99,26400,2000
13523,1.0,5400,2000
13524,0.99,5400,2000
13525,0.96,3300,2000
13526,0.6,18000,2000
13527,0.98,9600,2000
13528,0.99,28500,2000
13529,0.98,15900,2000
13530,0.82,1200,2000
13531,0.99,34800,2000
13532,1.0,9600,2000
13533,1.0,5400,2000
13534,1.0,9600,2000
13535,0.96,5400,2000
13536,0.96,11700,2000
13537,0.95,13800,2000
13538,1.0,22200,2000
13539,0.99,13800,2000
13540,0.74,5400,2000
13541,0.99,9600,2000
13542,0.99,9600,2000
13543,0.98,3300,2000
13544,0.85,7500,2000
13545,1.0,11700,2000
13546,1.0,9600,2000
13547,0.98,5700,2000
13548,0.99,3300,2000
13549,1.0,7500,2000
13550,0.99,3300,2000
13551,0.93,3300,2000
13552,0.89,34800,2000
13553,0.98,3300,2000
13554,1.0,3300,2000
13555,0.96,9600,2000
13556,1.0,9600,2000
13557,0.5,3300,2000
13558,0.96,3300,2000
13559,1.0,1200,2000
13560,0.92,11700,2000
13561,0.99,9600,2000
13562,0.98,7500,2000
13563,1.0,20100,2000
13564,0.99,9600,2000
13565,0.99,15900,2000
13566,0.97,13800,2000
13567,0.98,5400,2000
13568,0.93,5400,2000
13569,0.77,7500,2000
13570,0.98,9600,2000
13571,0.57,5400,2000
13572,0.98,43200,2000
13573,1.0,5700,2000
13574,1.0,34800,2000
13575,1.0,3300,2000
13576,0.96,18000,2000
13577,0.93,3300,2000
13578,0.91,9600,2000
13579,0.99,45300,2000
13580,0.98,5400,2000
13581,0.7,1200,2000
13582,1.0,32700,2000
13583,0.92,1200,2000
13584,0.94,1200,2000
13585,0.93,15900,2000
13586,0.9,9600,2000
13587,0.98,11700,2000
13588,0.68,5700,2000
13589,0.89,5400,2000
13590,0.99,13800,2000
13591,0.96,11700,2000
13592,0.91,11700,2000
13593,1.0,3300,2000
13594,1.0,5700,2000
13595,0.39,9600,2000
13596,1.0,11700,2000
13597,0.91,18000,2000
13598,0.93,5700,2000
13599,0.81,3300,2000
13600,0.97,18000,2000
13601,1.0,13800,2000
13602,0.97,7500,2000
13603,0.75,13800,2000
13604,0.98,3300,2000
13605,0.77,7500,2000
13606,0.99,7500,2000
13607,1.0,9600,2000
13608,1.0,32700,2000
13609,0.95,13800,2000
13610,1.0,3300,2000
13611,0.93,11700,2000
13612,1.0,7500,2000
13613,0.99,7500,2000
13614,0.94,20100,2000
13615,0.86,5400,2000
13616,1.0,11700,2000
13617,1.0,9600,2000
13618,0.82,15900,2000
13619,0.56,3300,2000
13620,0.79,5700,2000
13621,0.99,3300,2000
13622,0.94,7500,2000
13623,0.99,9600,2000
13624,0.82,11700,2000
13625,0.94,41100,2000
13626,0.97,7500,2000
13627,0.99,3300,2000
13628,0.97,11700,2000
13629,0.99,3300,2000
13630,0.96,5700,2000
13631,0.99,22200,2000
13632,0.95,3300,2000
13633,0.97,1200,2000
13634,0.97,22200,2000
13635,1.0,13800,2000
13636,1.0,7500,2000
13637,1.0,1200,2000
13638,0.99,20100,2000
13639,1.0,5400,2000
13640,0.86,18000,2000
13641,0.95,5700,2000
13642,1.0,5700,2000
13643,0.99,5400,2000
13644,0.86,15900,2000
13645,0.97,5700,2000
13646,0.93,11700,2000
13647,0.97,9600,2000
13648,0.99,5400,2000
13649,0.77,7500,2000
13650,0.99,5400,2000
13651,0.91,13800,2000
13652,1.0,9600,2000
13653,0.96,5700,2000
13654,0.91,13800,2000
13655,0.9,7500,2000
13656,0.99,43200,2000
13657,0.98,7500,2000
13658,0.99,5400,2000
13659,0.99,9600,2000
13660,0.91,9600,2000
13661,0.97,11700,2000
13662,1.0,32700,2000
13663,0.91,9600,2000
